inex,id,text,label
740,614599815280857088,look: @whitehouse lights up in rainbow colors to celebrate #scotus same-sex marriage ruling URL,1
742,614615157730357248,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",1
746,619242759359037440,"obama 2008:""i support traditional marriage, christians vote for me"" obama 2015:""the white house is a rainbow. bring me my unicorn"" merica.",1
747,552792913910833152,at least 11 dead in shooting at hq of #charliehebdo in #paris (police source) URL,1
752,667487418388488192,"the picture of a syrian child ""surrendering"" to a camera is real. URL URL",1
753,553586897168392192,#breaking : both charlie hebdo suspects killed as police storm building (police sources) URL URL,1
756,553221600955621376,"clarissa, 27 years old, police trainee of montrouge police in #france. victim of this morning's attack. via @_batou_ URL",1
764,544399927045283840,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL",1
765,524947674164760577,breaking news: new york times is reporting the canadian soldier who was shot has died from their injuries. heartbreaking. #cdnpoli #ableg,1
768,552792802309181440,#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL,1
771,614891047886434304,the white house was lit up with rainbow lights to celebrate marriage equality: URL URL,1
772,525023025792835585,#ripnathancirillo rt @globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo #ottawashooting URL,1
776,544282227035869184,"breaking news: gunmen take hostages at sydney cafe, wave islamic flag URL URL",1
778,553558982476828674,"on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif",1
779,544290258951892992,central sydney shut down by police amid ongoing hostage situation: URL,1
781,544329935943237632,uber sydney trips from cbd will be free for riders. higher rates are still in place to encourage drivers to get into the cbd.,1
786,552802654641225728,charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL,1
788,544305540286148609,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL,1
790,524923462398513152,shots fired on parliament hill after a man walked up with a gun. i'm locked in a security office on parliament hill,1
792,616421546702336000,"woah, nature. URL URL",1
793,524944399890124801,recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.,1
795,544391176137089024,"hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege",1
796,524969201102901248,mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL,1
799,552806757672964097,"update: 12 now confirmed dead in #charliehebdo attack in paris, @ap is reporting. story: URL (ap) URL",1
801,544350567183556608,we can see people coming out a firedoor near the lindt cafe to waiting police. 2-3 people. hard to see. #sydneysiege,1
805,614593386188828672,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,1
811,650046859537448960,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,1
814,544269749405097984,breaking: live coverage of hostage situation unfolding in sydney's martin place URL URL,1
0,656955120626880512,correct predictions in back to the future ii URL,0
2,613404935003217920,cops bought the alleged church shooter burger king hours after killings URL,0
9,622891631293935616,#wakeupamerica🇺🇸 who needs a #gun registry when #obama has all your personal information URL URL,0
14,622858454949040128,in heaven chick-fil-a is open on sundays.,0
15,656870311057575936,the 5 most accurate predictions from the decade-jumping adventures in #backtothefuture: URL URL,0
19,672513234419638273,thoughts and prayers are not enough. pres. obama speaks on mass shootings over the years: URL URL,0
22,620835698514464768,translucent butterfly - beautiful! URL,0
23,626898253900943360,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL,0
24,618804516578680832,family: @schwarzenegger's last act as governor stole justice from dead son. URL URL,0
25,672632899921833984,why have there been more mass shootings under obama than the 4 previous presidents combined? URL URL,0
27,594687353937100801,"the kissing islands, greenland. URL",0
28,613016993692798977,police chief says dylann roof was taken to burger king shortly after arrest URL,0
29,663385747177775105,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
33,613393657161510913,cops bought burger king for dylann roof following his arrest URL URL,0
37,604354747357859842,florida couple arrested for selling fake real estate on the moon #wtf15 👉🏿👉 URL URL,0
40,652783670370115585,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
41,674187250792558592,donald trump v adolf hitler URL,0
46,674244561519161344,"you're increasingly compared to hitler. does that bother you? trump: ""no."" URL",0
51,656830586577883136,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL,0
57,663925546812837888,"solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first.",0
59,637382230394822656,ben carson: what happened to blacks during slavery is why i am pro-life on abortion today URL URL,0
60,661222523275636736,"anonymous to kkk: you can hood, but you can't hide. #opkkk #hoodsoff URL",0
62,675043569367982081,‘el chapo’ threatens #isis: ‘my men will destroy you’ - URL URL,0
67,633961125126668288,a new cnn/orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL,0
70,645711628046995462,latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL,0
73,674014933235859456,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL",0
76,620971220301787136,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL,0
77,656880145769197568,10 'back to the future' predictions that came true URL URL,0
79,612646796355960832,"after arrest, dylann roof was hungry. police bought him food from burger king. more details: URL URL",0
84,666190716448587776,warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL,0
87,652992524504600576,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
89,672927317191229440,this is the face of female jihadist #tashfeenmalik could pass for a widow or orphan😤#norefugees #islamistheproblem URL,0
95,675193315306905600,el chapo vs isis: mexican cartel boss threatens islamic state over drug trade URL URL,0
96,674364257799004160,adolf hitler vs donald trump URL,0
98,662430295254175744,#opkkk releases 500+ names and reveals unexpected #plottwist URL URL,0
100,638050997340893184,"in celebrity death hoax news, james earl jones is not dead. URL URL",0
104,673079581520318464,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years? URL,0
106,673984270902427650,donald trump and adolf hitler. two sides of the same coin. #racism #fascism URL,0
108,618805892222468096,jay z and beyoncé want to buy rights to the confederate flag: URL URL,0
111,654371696195993600,colorado mcdonald’s offers first marijuana friendly smoking section in restaurant - URL,0
112,665358434351509504,"breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL",0
114,666633171325353989,"the myth of zouheir, a ""hero muslim security guard"" in paris URL (via @bbctrending) URL",0
117,666070802924617728,jindal demands info about refugees entering new orleans... URL,0
123,667379734343471104,donald trump is the new adolf hitler URL,0
125,653250169752977408,".@hillaryclinton is ahead of @berniesanders by 19 percentage points, in a new cbs news poll released sunday. URL",0
127,643103859729166337,unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL,0
129,658065957823324160,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL",0
135,661229627734667264,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL,0
138,673686233936072704,72 dhs employees on the terror watch list: URL h/t @penguinsfan62,0
139,618192748735299584,"the kissing islands, greenland! URL",0
143,644229386149888001,"greek customs captured containers of weapons and ammunition going to refugee camps in europe as ""plastic furniture"" URL",0
145,671181758692507648,desperate ted cruz claims planned parenthood shooter was transgender leftis; based on rumor he read URL,0
148,626642648179159040,this is how people in china are riding escalators after a horrific accident URL URL,0
154,673872171341447169,72 dhs employees on terrorist watch list URL via @kredo0 URL,0
161,664000310856310784,"mysterious creature discovered in california, everyone naturally cries alien: URL URL",0
165,651321040119963648,el chapo puts $100 million bounty on donald trump...dead or alive! URL,0
166,662151653462790144,hackers from anonymous say they're set to expose hundreds of kkk members URL #opkkk URL,0
168,676067381299576832,72 dhs employees on terrorist watch list - washington free beacon URL,0
171,673615400655970304,shock: 72 'homeland security' employees on terrorist watch list... URL,0
173,641443248909754368,kim davis angers 'eye of the tiger' creator after using song at prison release URL,0
177,656047932093763584,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL",0
179,656595123590012928,10 'back to the future' predictions that actually came true URL URL,0
180,615346611955183616,breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL,0
182,663817239896821760,for everyone who thinks starbucks red cups are ruining christmas URL URL,0
183,659462980476637184,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL,0
184,669259395902152704,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL",0
185,620367840902782976,translucent butterfly - beautiful! ' URL,0
188,628045645010608128,"sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000.",0
189,672169954016403456,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country that has no parallel."" URL",0
191,674314254732931072,".@presssec: @realdonaldtrump comment ""disqualifies"" him from presidency URL via @talkopan URL",0
193,611039775856812032,what's lurking underneath that crispy crust? a kfc customer claims he got a fried rat: URL URL,0
200,673696115305406466,72 dhs employees on terrorist watch list URL,0
201,651825062174195712,ben carson is the most brainless brain surgeon in america. my new column: URL,0
202,633949800761700352,cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL,0
206,672539897899577344,mass shootings list. reagan - 11 bush sr - 12 clinton - 23 bush jr - 16 obama - 162 #sanbernadino,0
210,672219174463275008,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country."" URL URL",0
231,667534186450825216,steve jobs' biological father was a syrian immigrant.,0
234,677099574855639044,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL,0
236,656825206045020160,"#backtothefuture fans, it's october 21, 2015 — the future is finally here! URL URL",0
239,666051332504207360,jindal protests sending of syrian refugees to new orleans URL URL,0
243,674080899055546368,a vote for donald trump is a vote for adolf hitler.,0
244,626770498328895488,translucent butterfly - beautiful! ' URL,0
245,657007736467525632,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",0
251,614054616154550273,charleston church shooter dylann roof receives $4 million in donations from supporters - URL URL,0
252,674301960787505153,donald trump has been disqualified for running for president URL,0
256,661870323034431489,holy shit. rupert murdoch just killed national geographic. URL,0
257,637873886072320001,sanders closes to 7 points behind clinton in new iowa poll. URL URL,0
260,645362146415525888,"#bulgaria finds 10,000 #fake passports hidden by #muslim refugees heading for #germany passports for #terrorists URL",0
262,672632863452299264,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),0
266,672433211604013057,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),0
276,675064077367005184,el chapo threatens isis URL URL,0
281,629503919098429440,chick-fil-a to open on sundays URL,0
283,626546123713474560,this is how people in china are riding escalators after a horrific accident URL URL,0
284,672906198434209792,farook family attorney says brothers in the family never saw tashfeen malik's face because she always wore a burka. URL,0
285,673615263040798726,72 dhs employees on terrorist watch list URL,0
286,647169573599449088,new cnn democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2,0
287,641050980985999360,"happy ""$15 minimum wage"" labor day from mcdonalds URL",0
289,666107476526432256,muslim security guard stopped bomber from entering the stadium during #parisattacks URL #zouheir URL,0
290,620916279608651776,nasa confirms earth will experience 15 days of complete darkness in november 2015 - URL URL,0
291,673664899571060736,72 dhs employees on terrorist watch list URL via @kredo0 URL,0
